"","Year","Period","State","State ANSI","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES"
"1140",2016,"OCT THRU DEC","SOUTH CAROLINA","45",760,17000,NA,1300,8,23.3,25.9,24.6,27.1,1.9,29,370,2,12000
"1141",2016,"OCT THRU DEC","SOUTH DAKOTA","46",0,146000,NA,11000,8,0.3,1,6,5.3,0.3,48.9,2400,2,146000
"1142",2016,"OCT THRU DEC","TENNESSEE","47",120,9000,NA,840,9,0,2.2,1.1,21.6,3.1,19.9,10,0,9000
"1143",2016,"OCT THRU DEC","TEXAS","48",2200,310000,NA,39000,13,3.2,2.8,3.6,17.5,1.4,33.1,650,0,136000
"1144",2016,"OCT THRU DEC","UTAH","49",440,30000,NA,1600,5,0.2,0.7,0.9,0.1,0.3,26.4,50,0,30000
"1145",2016,"OCT THRU DEC","VERMONT","50",20,6500,NA,260,4,41.2,0.4,41,41.3,0,44.5,10,0,6500
"1146",2016,"OCT THRU DEC","VIRGINIA","51",230,7000,NA,730,10,2,1.8,0,19.9,5.1,31.4,10,0,7000
"1147",2016,"OCT THRU DEC","WASHINGTON","53",3100,97000,NA,9000,9,3.7,4.5,9.1,4.6,0.3,21.4,130,0,65000
"1148",2016,"OCT THRU DEC","WEST VIRGINIA","54",80,7500,NA,1000,13,1.1,4.3,1.1,2.3,2.8,23.8,60,1,7500
"1149",2016,"OCT THRU DEC","WISCONSIN","55",10,59000,NA,7500,13,10,10.6,10.6,12.2,46.2,69.3,20,0,59000
"1150",2016,"OCT THRU DEC","WYOMING","56",50,27000,NA,2200,8,3.1,1.1,5.2,1.6,0,32.2,0,0,25000
"1151",2015,"APR THRU JUN","ALABAMA","01",1900,7500,NA,860,12,0,3.2,2.3,42.5,4.1,16.7,680,9,7500
"1152",2015,"APR THRU JUN","ARIZONA","04",19500,33000,NA,5500,17,0.5,28.2,20.1,32.1,0.3,8.4,7000,21,33000
"1153",2015,"APR THRU JUN","ARKANSAS","05",11500,13500,NA,1900,14,7,27.4,22.6,63.4,9.3,65.9,5500,41,13500
"1154",2015,"APR THRU JUN","CALIFORNIA","06",170000,1050000,NA,104000,10,7.8,14.2,23,21.5,3.1,50.9,285000,27,1040000
"1155",2015,"APR THRU JUN","COLORADO","08",6000,25000,NA,1900,8,4.6,3.4,2.8,1.8,6.6,38.6,3500,14,12000
"1156",2015,"APR THRU JUN","CONNECTICUT","09",1100,3000,NA,80,3,1.9,1,0.8,0.4,0.7,10.2,150,5,3000
"1157",2015,"APR THRU JUN","FLORIDA","12",44000,215000,NA,35000,16,2.7,13.6,17.7,26.4,5.4,44.2,24000,11,210000
"1158",2015,"APR THRU JUN","GEORGIA","13",25000,124000,NA,23000,19,2.9,11.5,28.7,17.5,4.1,52.8,19000,15,114000
"1159",2015,"APR THRU JUN","HAWAII","15",1100,13500,NA,120,1,0.3,3.2,0.1,61,0.1,60.1,1200,9,13500
"1160",2015,"APR THRU JUN","IDAHO","16",16500,72000,NA,6500,9,6.5,13.7,6,6.7,0.3,25.5,10500,15,62000
"1161",2015,"APR THRU JUN","ILLINOIS","17",6000,9500,NA,1300,14,0.2,2.3,2.5,3.7,2.4,10.3,1500,16,9500
"1162",2015,"APR THRU JUN","INDIANA","18",4900,12500,NA,1300,10,7,4.4,0.5,1.8,2,15.4,4300,34,8000
"1163",2015,"APR THRU JUN","IOWA","19",6500,24000,NA,1400,6,2.9,2.7,7.8,5.1,1.9,21.5,3100,13,12500
"1164",2015,"APR THRU JUN","KANSAS","20",2800,7000,NA,670,10,0.9,3.5,0.1,2.4,4.9,14.4,420,6,6000
"1165",2015,"APR THRU JUN","KENTUCKY","21",3600,8500,NA,980,12,5.3,9.5,1.8,18.2,2.9,21.7,1500,18,7500
"1166",2015,"APR THRU JUN","LOUISIANA","22",6500,45000,NA,1800,4,0.2,5,1.1,3.7,0.5,36.4,8000,18,44000
"1167",2015,"APR THRU JUN","MAINE","23",3500,30000,NA,3200,11,0.1,0.5,34.5,34.5,0.1,72.1,700,2,4600
"1168",2015,"APR THRU JUN","MARYLAND","24",2600,11000,NA,370,3,0.2,1.6,2.5,1.3,1.5,4.9,710,7,8000
"1169",2015,"APR THRU JUN","MASSACHUSETTS","25",940,14000,NA,320,2,0.2,4.4,61.8,61.7,3.1,66.8,510,4,4100
"1170",2015,"APR THRU JUN","MICHIGAN","26",13500,88000,NA,9500,11,0.6,16.4,9.1,13,3.1,26.9,5500,6,58000
"1171",2015,"APR THRU JUN","MINNESOTA","27",20000,125000,NA,12500,10,1.4,10.1,16.5,6.2,9.3,25.4,21000,17,71000
"1172",2015,"APR THRU JUN","MISSISSIPPI","28",5500,89000,NA,11000,12,0.3,2.3,0.1,6,1.7,10.1,10000,11,89000
"1173",2015,"APR THRU JUN","MISSOURI","29",1900,12500,NA,500,4,3.1,1,1.6,6.2,7.4,5.1,1800,14,11500
"1174",2015,"APR THRU JUN","MONTANA","30",14000,210000,NA,4200,2,0.8,1.6,5.3,0.9,0,9,33000,16,36000
"1175",2015,"APR THRU JUN","NEBRASKA","31",15500,68000,NA,4100,6,0,2.1,1.4,6.9,1.5,6.5,4600,7,29000
"1176",2015,"APR THRU JUN","NEW JERSEY","34",2100,19000,NA,1800,10,0.3,1,26.1,3.6,2.4,52.5,2900,15,8500
"1177",2015,"APR THRU JUN","NEW MEXICO","35",1500,8500,NA,1000,12,15.5,0.4,5.9,0,2.7,38.8,330,4,6500
"1178",2015,"APR THRU JUN","NEW YORK","36",11000,34000,NA,1100,3,4.5,3.3,4.4,12.5,1.1,19.1,1500,4,24000
"1179",2015,"APR THRU JUN","NORTH CAROLINA","37",5500,23000,NA,1800,8,0.3,5.8,3.5,14.3,3,51,3300,14,19500
"1180",2015,"APR THRU JUN","NORTH DAKOTA","38",39000,450000,NA,29000,6,0.1,4.6,4.3,3,0.3,15.5,61000,14,121000
"1181",2015,"APR THRU JUN","OHIO","39",10000,19000,NA,2100,11,3,11.2,11.9,4.1,29,15.8,6000,32,17500
"1182",2015,"APR THRU JUN","OKLAHOMA","40",5500,27000,NA,2200,8,0,7,0.1,6.3,1.9,66.1,2200,8,25000
"1183",2015,"APR THRU JUN","OREGON","41",14500,95000,NA,5500,6,13.2,5.8,16,20.9,0.4,39.3,9500,10,82000
"1184",2015,"APR THRU JUN","OTHER STATES",NA,4140,11200,NA,1940,17,0,0.1,0,9.1,0,36.3,1960,18,8600
"1185",2015,"APR THRU JUN","PENNSYLVANIA","42",8500,19000,NA,1600,8,2.6,6.7,1.6,5.8,2.1,11.4,2600,14,15500
"1186",2015,"APR THRU JUN","SOUTH CAROLINA","45",1100,18500,NA,950,5,0.5,3.7,1.4,5.4,0.7,29.9,2000,11,17500
"1187",2015,"APR THRU JUN","SOUTH DAKOTA","46",27000,290000,NA,21000,7,1.8,1.4,2,11.1,1.5,9.8,23000,8,1e+05
"1188",2015,"APR THRU JUN","TENNESSEE","47",3600,7500,NA,730,10,1.8,2.6,9.8,26.3,3,47.8,920,12,7500
"1189",2015,"APR THRU JUN","TEXAS","48",76000,315000,NA,33000,11,2.5,7.4,6.6,22.9,3,19.3,94000,30,305000
"1190",2015,"APR THRU JUN","UTAH","49",10000,27000,NA,3400,13,1.5,5.6,12.3,10.8,1.2,27.2,3900,14,24000
"1191",2015,"APR THRU JUN","VERMONT","50",580,6000,NA,100,2,0.1,1.3,0,1.9,0.1,3.7,50,1,6000
"1192",2015,"APR THRU JUN","VIRGINIA","51",2100,7500,NA,270,4,1.8,3,0.2,13,4.5,26.2,430,6,7500
"1193",2015,"APR THRU JUN","WASHINGTON","53",15000,127000,NA,5000,4,2.2,3.2,2,0.2,0.5,48.7,13000,10,105000
"1194",2015,"APR THRU JUN","WEST VIRGINIA","54",2900,4700,NA,570,12,0.6,4.6,2.7,8.3,4.4,15.6,590,13,4700
"1195",2015,"APR THRU JUN","WISCONSIN","55",10000,65000,NA,4600,7,1,15.2,8.2,5.6,2.3,35.3,5500,9,25000
"1196",2015,"APR THRU JUN","WYOMING","56",7500,25000,NA,3200,13,0.8,8.3,3.6,17.9,2.4,19.1,5000,20,12000
"1197",2015,"JAN THRU MAR","ALABAMA","01",2800,7000,NA,1800,26,0,9.1,2.2,5.4,9.4,10,250,4,7000
"1198",2015,"JAN THRU MAR","ARIZONA","04",3400,35000,NA,4600,13,0.1,1.8,0,20.5,3.1,26.9,2100,6,35000
"1199",2015,"JAN THRU MAR","ARKANSAS","05",1200,14000,NA,1500,11,1.5,1,3.4,11.4,1,17.6,90,1,13000
"1200",2015,"JAN THRU MAR","CALIFORNIA","06",250000,1690000,NA,255000,15,3,6.5,7.5,7.2,2.8,24.7,124000,7,1440000
"1201",2015,"JAN THRU MAR","COLORADO","08",200,12500,NA,1500,12,1.8,2.6,0.6,0.9,5.9,14.6,140,1,3500
"1202",2015,"JAN THRU MAR","CONNECTICUT","09",290,3900,NA,870,22,0,21.2,0,1.4,2.4,2.5,0,0,3900
"1203",2015,"JAN THRU MAR","FLORIDA","12",54000,315000,NA,42000,13,0.8,5.1,8.9,13.5,4.4,22.3,25000,8,305000
"1204",2015,"JAN THRU MAR","GEORGIA","13",47000,105000,NA,14500,14,3.3,4.8,2.6,4.9,10.5,6.2,9500,9,104000
"1205",2015,"JAN THRU MAR","HAWAII","15",3400,10500,NA,380,4,1.6,2,0,37.7,0,38.8,760,7,10500
"1206",2015,"JAN THRU MAR","IDAHO","16",2600,88000,NA,3700,4,12.5,8.9,4.8,6.7,4.9,39.8,8000,9,81000
"1207",2015,"JAN THRU MAR","ILLINOIS","17",2300,10500,NA,4200,40,0.7,12.6,0.4,6.9,11.6,12.3,390,4,6000
"1208",2015,"JAN THRU MAR","INDIANA","18",490,9500,NA,2100,22,0.2,22.3,0.3,0.3,11.7,20.7,120,1,9000
"1209",2015,"JAN THRU MAR","IOWA","19",1700,17500,NA,3100,18,4.6,18,3.4,0.7,3.4,26,270,2,12500
"1210",2015,"JAN THRU MAR","KANSAS","20",450,7000,NA,1600,23,1.1,9.5,14.2,1.3,3.4,32.7,70,1,4600
"1211",2015,"JAN THRU MAR","KENTUCKY","21",250,10500,NA,4100,39,2.5,22.7,2.5,10.7,12.9,10.8,0,0,7500
"1212",2015,"JAN THRU MAR","LOUISIANA","22",3100,51000,NA,8000,16,4.3,3.1,1.7,4.7,2.1,17.2,6500,13,51000
"1213",2015,"JAN THRU MAR","MAINE","23",20,6500,NA,380,6,0,7.5,0,0.1,1.9,4.4,0,0,3100
"1214",2015,"JAN THRU MAR","MARYLAND","24",1600,10000,NA,4100,41,0.4,24.2,0,1.8,12.4,10.1,870,9,7500
"1215",2015,"JAN THRU MAR","MASSACHUSETTS","25",260,4600,NA,1000,22,2.1,7.6,2.8,3.5,4.7,23.5,120,3,2900
"1216",2015,"JAN THRU MAR","MICHIGAN","26",7500,60000,NA,11500,19,1.1,8.3,1.6,3.1,4.6,14.3,2400,4,16500
"1217",2015,"JAN THRU MAR","MINNESOTA","27",690,74000,NA,3700,5,0,1.6,0.1,0.1,2.1,1.4,530,1,28000
"1218",2015,"JAN THRU MAR","MISSISSIPPI","28",22000,76000,NA,8500,11,0.1,1.2,2.1,8.2,1.1,9.4,7500,10,34000
"1219",2015,"JAN THRU MAR","MISSOURI","29",220,13000,NA,2000,15,2.2,11.8,4.2,6,6.3,13.1,910,7,12000
"1220",2015,"JAN THRU MAR","MONTANA","30",1400,36000,NA,2200,6,0.6,2.3,0.8,0.5,7.9,8.7,1100,3,8500
"1221",2015,"JAN THRU MAR","NEBRASKA","31",120,31000,NA,2600,8,0.1,0.3,0.5,0.1,3,5.9,310,1,10000
"1222",2015,"JAN THRU MAR","NEW JERSEY","34",570,9000,NA,1100,12,30.4,19.5,11.1,13.2,16.7,40.1,1600,18,6000
"1223",2015,"JAN THRU MAR","NEW MEXICO","35",190,7000,NA,690,10,0,1.3,0.2,0.1,0.4,17.1,600,9,7000
"1224",2015,"JAN THRU MAR","NEW YORK","36",430,30000,NA,6500,22,0.5,12.4,4.4,2.6,8.3,7.6,950,3,27000
"1225",2015,"JAN THRU MAR","NORTH CAROLINA","37",6000,26000,NA,7000,27,0.1,6.2,22.9,2.3,12.2,35.5,690,3,24000
"1226",2015,"JAN THRU MAR","NORTH DAKOTA","38",1800,120000,NA,620,1,0,2.5,0,1.7,0.1,1.7,530,0,57000
"1227",2015,"JAN THRU MAR","OHIO","39",5000,22000,NA,10500,48,1,17.8,3,1.6,3.1,10.7,3300,15,18000
"1228",2015,"JAN THRU MAR","OKLAHOMA","40",2600,26000,NA,6000,23,0.5,2.1,0,10.1,2.9,14.5,260,1,9500
"1229",2015,"JAN THRU MAR","OREGON","41",4300,87000,NA,6500,8,0.4,1.6,0.6,2,1.1,20.2,2400,3,77000
"1230",2015,"JAN THRU MAR","OTHER STATES",NA,870,8990,NA,2080,23,0,0.9,0.1,0.1,0,0.8,150,2,3410
"1231",2015,"JAN THRU MAR","PENNSYLVANIA","42",360,21000,NA,6500,31,1.9,17.8,1.9,6.3,6.3,28.1,0,0,14000
"1232",2015,"JAN THRU MAR","SOUTH CAROLINA","45",2700,17500,NA,2700,15,0.2,3.6,0.3,2.3,2.9,10.5,1400,8,17000
"1233",2015,"JAN THRU MAR","SOUTH DAKOTA","46",8500,97000,NA,4600,5,0.3,1.2,0.5,0.9,1.8,1.2,2800,3,50000
"1234",2015,"JAN THRU MAR","TENNESSEE","47",1000,9500,NA,2000,21,0,13,0,17.1,4.4,22.2,190,2,9500
"1235",2015,"JAN THRU MAR","TEXAS","48",82000,250000,NA,26000,10,5,2.3,11.1,12.2,6.2,21.5,51000,20,191000
"1236",2015,"JAN THRU MAR","UTAH","49",2500,24000,NA,3300,14,0.1,3,4.4,0.9,0.5,13.6,290,1,6000
"1237",2015,"JAN THRU MAR","VERMONT","50",1200,5500,NA,700,13,0,5.8,0,5.6,4.9,2.3,20,0,5500
"1238",2015,"JAN THRU MAR","VIRGINIA","51",800,9000,NA,2500,28,2.3,9.8,0,9.4,11.9,19,460,5,8000
"1239",2015,"JAN THRU MAR","WASHINGTON","53",13500,105000,NA,14000,13,0.3,6,3.6,0.5,1.1,21.5,9000,9,52000
"1240",2015,"JAN THRU MAR","WEST VIRGINIA","54",570,6000,NA,1800,30,2.2,14.6,2.1,7.3,6.1,18,60,1,4700
"1241",2015,"JAN THRU MAR","WISCONSIN","55",3100,29000,NA,8000,28,2.7,8.3,8.5,1.6,5.8,18.8,2500,9,16500
"1242",2015,"JAN THRU MAR","WYOMING","56",2000,12000,NA,2000,17,0,0.7,0,0,0,0.9,1400,12,5500
"1243",2015,"JUL THRU SEP","ALABAMA","01",160,9000,NA,1400,16,0,2.2,2.6,70.6,17.7,63.1,260,3,8500
"1244",2015,"JUL THRU SEP","ARIZONA","04",4300,40000,NA,6000,15,5.4,7.6,17.3,24.8,5.1,53.5,15500,39,40000
"1245",2015,"JUL THRU SEP","ARKANSAS","05",500,30000,NA,9000,30,0.9,1.8,5,32.4,1.4,69.2,210,1,23000
"1246",2015,"JUL THRU SEP","CALIFORNIA","06",40000,8e+05,NA,76000,10,12.5,15,19.6,20.4,4.7,39.9,93000,12,730000
"1247",2015,"JUL THRU SEP","COLORADO","08",1400,30000,NA,4500,15,2.7,3.7,16.5,1.5,2.7,50.5,1400,5,29000
"1248",2015,"JUL THRU SEP","CONNECTICUT","09",190,3700,NA,50,1,0.4,7.8,1.5,1.2,0,39.3,440,12,3700
"1249",2015,"JUL THRU SEP","FLORIDA","12",37000,220000,NA,36000,16,6.7,21.9,22.9,21.7,3.4,39.5,29000,13,164000
"1250",2015,"JUL THRU SEP","GEORGIA","13",19500,110000,NA,13000,12,3.6,8.9,21.2,16.2,3.6,47.6,15500,14,108000
"1251",2015,"JUL THRU SEP","HAWAII","15",1200,14500,NA,2700,19,0.1,2.5,0.1,80.5,0,78.1,5500,38,14500
"1252",2015,"JUL THRU SEP","IDAHO","16",5500,128000,NA,14000,11,1.7,2.2,10,5.2,6.4,46.8,11500,9,80000
"1253",2015,"JUL THRU SEP","ILLINOIS","17",1300,14000,NA,1400,10,0.6,3.4,0.4,3,1,7.7,1100,8,14000
"1254",2015,"JUL THRU SEP","INDIANA","18",1400,15000,NA,1600,11,4.8,1,8.2,10.3,6.2,13.7,420,3,15000
"1255",2015,"JUL THRU SEP","IOWA","19",640,37000,NA,3000,8,0.1,5.6,4.7,5.8,3.4,17.4,680,2,29000
"1256",2015,"JUL THRU SEP","KANSAS","20",100,9500,NA,1000,11,0.2,14.8,14.1,16.2,1.7,22.5,160,2,9000
"1257",2015,"JUL THRU SEP","KENTUCKY","21",170,10000,NA,1300,13,1.2,9,6.5,11.3,2,40.4,550,6,10000
"1258",2015,"JUL THRU SEP","LOUISIANA","22",2300,55000,NA,2000,4,0,3,1.6,2.3,0.2,25.9,1800,3,50000
"1259",2015,"JUL THRU SEP","MAINE","23",410,6000,NA,450,8,13.2,2.6,0,3.4,7.8,9.9,140,2,6000
"1260",2015,"JUL THRU SEP","MARYLAND","24",730,7500,NA,680,9,2.9,7.1,22.8,19.1,2,26.9,70,1,7000
"1261",2015,"JUL THRU SEP","MASSACHUSETTS","25",290,7500,NA,560,8,0.4,2.5,2.1,2.9,0.3,16.3,400,5,7500
"1262",2015,"JUL THRU SEP","MICHIGAN","26",3300,89000,NA,7000,8,7.3,1.8,13.7,16.3,8.8,44.6,3800,4,89000
"1263",2015,"JUL THRU SEP","MINNESOTA","27",640,136000,NA,32000,24,7.4,7,27.4,14.6,7.2,33.3,2300,2,133000
"1264",2015,"JUL THRU SEP","MISSISSIPPI","28",260,34000,NA,3500,10,0,3.8,1.1,2.2,1.4,45.5,110,0,23000
"1265",2015,"JUL THRU SEP","MISSOURI","29",700,14000,NA,1200,9,3,2.1,2,11.7,1.4,11.1,630,5,14000
"1266",2015,"JUL THRU SEP","MONTANA","30",3200,156000,NA,10500,7,10.7,6.4,2.3,16.4,5.3,52.5,10000,6,140000
"1267",2015,"JUL THRU SEP","NEBRASKA","31",500,77000,NA,6000,8,10.9,4.6,13.2,10.3,4.3,33.2,6000,8,67000
"1268",2015,"JUL THRU SEP","NEW JERSEY","34",190,18500,NA,210,1,0.1,1.1,0,1,0.7,7.2,500,3,18500
"1269",2015,"JUL THRU SEP","NEW MEXICO","35",1300,6500,NA,1600,25,55,55.5,58,55,0.7,61.2,650,10,6500
"1270",2015,"JUL THRU SEP","NEW YORK","36",4400,47000,NA,6500,14,5.7,8.8,17.1,14.3,1.5,40,7000,15,44000
"1271",2015,"JUL THRU SEP","NORTH CAROLINA","37",2500,24000,NA,2900,12,0.7,5.7,7.5,27.9,8.5,33.9,1100,5,24000
"1272",2015,"JUL THRU SEP","NORTH DAKOTA","38",11000,5e+05,NA,93000,19,8.1,4.1,12.3,15.5,3.7,33.8,22000,4,460000
"1273",2015,"JUL THRU SEP","OHIO","39",2300,23000,NA,1900,8,0.6,1.6,23.4,8,1.7,30.7,880,4,23000
"1274",2015,"JUL THRU SEP","OKLAHOMA","40",160,22000,NA,230,1,0.1,0.6,0.1,2.3,0.4,1.6,190,1,19500
"1275",2015,"JUL THRU SEP","OREGON","41",8000,1e+05,NA,8500,9,5.2,4.8,3.1,20.8,3.8,56,21000,21,68000
"1276",2015,"JUL THRU SEP","OTHER STATES",NA,1050,12280,NA,900,7,0,0.7,0.4,0.2,0.2,8.8,700,6,12180
"1277",2015,"JUL THRU SEP","PENNSYLVANIA","42",1800,25000,NA,1800,7,3.7,7.2,5.1,11.3,0.8,45.1,2400,10,25000
"1278",2015,"JUL THRU SEP","SOUTH CAROLINA","45",880,12000,NA,2000,17,18.3,3.9,14.7,31,3,58.4,580,5,12000
"1279",2015,"JUL THRU SEP","SOUTH DAKOTA","46",2100,295000,NA,53000,18,2,1.9,7.1,7.3,5.7,22,13000,4,295000
"1280",2015,"JUL THRU SEP","TENNESSEE","47",500,10000,NA,1200,12,0.5,2.2,4.8,38.4,1,50.8,350,4,10000
"1281",2015,"JUL THRU SEP","TEXAS","48",5500,136000,NA,16500,12,1.3,4.7,19.4,26,5.2,30.7,4800,4,76000
"1282",2015,"JUL THRU SEP","UTAH","49",1400,36000,NA,8000,22,41.6,3.6,33.6,25,0.1,40.1,2200,6,31000
"1283",2015,"JUL THRU SEP","VERMONT","50",30,6500,NA,40,1,0,0.4,0,0.5,0,22.7,20,0,6000
"1284",2015,"JUL THRU SEP","VIRGINIA","51",520,8000,NA,680,9,1.3,3.5,3.7,14.2,8.9,29,220,3,8000
"1285",2015,"JUL THRU SEP","WASHINGTON","53",1800,97000,NA,11500,12,2.3,3.8,1.4,3.7,0.3,45.6,20000,21,84000
"1286",2015,"JUL THRU SEP","WEST VIRGINIA","54",300,7000,NA,300,4,1,3,1.5,5.3,1.1,21.7,270,4,7000
"1287",2015,"JUL THRU SEP","WISCONSIN","55",1300,62000,NA,9000,15,8.3,12.6,20.9,20.1,13.5,47.3,4300,7,60000
"1288",2015,"JUL THRU SEP","WYOMING","56",270,35000,NA,2500,7,6.4,2,3.4,11,0.4,28.5,440,1,29000
"1289",2015,"OCT THRU DEC","ALABAMA","01",80,8000,NA,610,8,0.2,2.8,0.2,6.4,1.9,3.1,60,1,8000
"1290",2015,"OCT THRU DEC","ARIZONA","04",3000,39000,NA,12000,31,1.1,0.5,3.5,1.7,15.5,50.1,16000,41,36000
"1291",2015,"OCT THRU DEC","ARKANSAS","05",1900,27000,NA,2400,9,0.1,8.5,8.2,9.7,0.6,38.1,0,0,23000
"1292",2015,"OCT THRU DEC","CALIFORNIA","06",39000,1260000,NA,149000,12,6.2,10.5,11.7,12.7,7.3,37.3,75000,6,750000
"1293",2015,"OCT THRU DEC","COLORADO","08",3400,24000,NA,2500,10,21.2,8.4,19.7,24.4,1.8,47.6,0,0,24000
"1294",2015,"OCT THRU DEC","CONNECTICUT","09",40,3200,NA,210,7,0.5,3.4,1.1,1.7,2,10.5,70,2,3200
"1295",2015,"OCT THRU DEC","FLORIDA","12",30000,260000,NA,37000,14,2.5,3,6.8,18.4,4.2,27.3,28000,11,220000
"1296",2015,"OCT THRU DEC","GEORGIA","13",4400,121000,NA,18000,15,5.3,3.7,4.5,13.9,1.3,43.5,1900,2,110000
"1297",2015,"OCT THRU DEC","HAWAII","15",2700,13000,NA,690,5,0.2,0,0,33.9,0,31,760,6,13000
"1298",2015,"OCT THRU DEC","IDAHO","16",5500,145000,NA,22000,15,4.3,2.8,4,0.6,4.5,38.9,5500,4,121000
"1299",2015,"OCT THRU DEC","ILLINOIS","17",0,14000,NA,690,5,0.3,1,0.9,2.5,3.1,9.4,30,0,14000
"1300",2015,"OCT THRU DEC","INDIANA","18",140,11500,NA,1100,10,6.3,0.6,0.1,0.5,3.7,15.1,0,0,11500
"1301",2015,"OCT THRU DEC","IOWA","19",40,35000,NA,4300,12,0.6,24.8,6.4,0.9,1.4,53.4,30,0,35000
"1302",2015,"OCT THRU DEC","KANSAS","20",50,8500,NA,3400,40,0.2,33.9,25.1,24.8,19,44.5,20,0,8500
"1303",2015,"OCT THRU DEC","KENTUCKY","21",20,8500,NA,1100,13,0.4,7.2,9.8,14.8,1.7,22.2,10,0,8500
"1304",2015,"OCT THRU DEC","LOUISIANA","22",1100,71000,NA,4900,7,0,2.4,0.6,1,0.2,10.9,2400,3,55000
"1305",2015,"OCT THRU DEC","MAINE","23",530,4700,NA,60,1,0,0.1,0,0.2,0.4,18,20,0,4700
"1306",2015,"OCT THRU DEC","MARYLAND","24",0,9500,NA,730,8,0.1,0.2,0,2,4.3,5.6,0,0,7500
"1307",2015,"OCT THRU DEC","MASSACHUSETTS","25",30,4500,NA,260,6,6.2,2.6,1.9,1.6,1.1,31.4,30,1,4500
"1308",2015,"OCT THRU DEC","MICHIGAN","26",210,73000,NA,9000,12,0,3.2,4.1,4.1,3.7,30.2,1600,2,67000
"1309",2015,"OCT THRU DEC","MINNESOTA","27",600,105000,NA,10000,10,8.4,3.8,25,8.7,8.9,43.6,40,0,104000
"1310",2015,"OCT THRU DEC","MISSISSIPPI","28",500,34000,NA,1500,4,0.3,0.7,0,2.5,1.3,10.6,230,1,31000
"1311",2015,"OCT THRU DEC","MISSOURI","29",30,13500,NA,690,5,3.3,0.8,0.1,6,1.5,2.8,40,0,13500
"1312",2015,"OCT THRU DEC","MONTANA","30",1000,123000,NA,10000,8,14.4,3.2,11.4,19.8,13.9,35.5,80,0,116000
"1313",2015,"OCT THRU DEC","NEBRASKA","31",10,73000,NA,7000,10,0.2,0.4,0.3,0,1.7,15.5,5500,8,72000
"1314",2015,"OCT THRU DEC","NEW JERSEY","34",20,8500,NA,270,3,0,0.4,0.4,2.2,1.2,7.7,10,0,8000
"1315",2015,"OCT THRU DEC","NEW MEXICO","35",290,6000,NA,290,5,0.2,0.6,8.4,0.3,1.7,30.9,30,1,6000
"1316",2015,"OCT THRU DEC","NEW YORK","36",260,45000,NA,4000,9,0.8,0.4,0.9,2.2,6.2,24.5,10,0,45000
"1317",2015,"OCT THRU DEC","NORTH CAROLINA","37",510,22000,NA,2200,10,0.5,5.4,0.4,3.4,3.4,9.6,70,0,22000
"1318",2015,"OCT THRU DEC","NORTH DAKOTA","38",2700,275000,NA,35000,13,1.8,3.7,1.5,2.3,2.1,10.8,9000,3,230000
"1319",2015,"OCT THRU DEC","OHIO","39",200,19000,NA,2400,13,2,14.5,7.3,8.8,2.1,36.3,140,1,19000
"1320",2015,"OCT THRU DEC","OKLAHOMA","40",290,10000,NA,650,7,0.1,1.3,0.1,4.5,2.5,2.8,60,1,5000
"1321",2015,"OCT THRU DEC","OREGON","41",200,114000,NA,8500,8,1.5,1.7,1.5,1.3,1.5,16.4,1400,1,1e+05
"1322",2015,"OCT THRU DEC","OTHER STATES",NA,100,12560,NA,1630,13,0,0,0,0,8,8.2,50,0,11360
"1323",2015,"OCT THRU DEC","PENNSYLVANIA","42",1300,23000,NA,2500,11,1,0.8,0.3,4.3,1,32.2,6500,28,22000
"1324",2015,"OCT THRU DEC","SOUTH CAROLINA","45",640,17500,NA,2200,13,0.4,5.8,1.7,2.9,0,14.2,1000,6,10000
"1325",2015,"OCT THRU DEC","SOUTH DAKOTA","46",2400,205000,NA,9000,4,1.9,2.4,7.1,3,4.1,16.8,0,0,194000
"1326",2015,"OCT THRU DEC","TENNESSEE","47",70,10000,NA,1100,11,0,7.1,4.6,28.3,3.6,43.6,420,4,8500
"1327",2015,"OCT THRU DEC","TEXAS","48",13000,250000,NA,25000,10,2.7,2.2,5.4,8.7,8,20.9,2000,1,125000
